date,scope,symbol,locate,sequence_numbers_present,sequence_source,tracking_number_regressions,tracking_number_gaps,tracking_number_max_gap,substitute_check_verdict,note
2019-07-30,DEV_SCOPE,PTEN,6413,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,BYND,1142,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,NFLX,5498,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ON,5845,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TMUS,7810,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,GILD,3339,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ADI,94,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CSX,1767,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,WDC,8497,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AAL,7,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MDLZ,5020,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,FITB,2886,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,NWL,5723,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,XLNX,8688,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,WBA,8470,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,KHC,4592,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,DISCA,2043,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TER,7701,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,PAYX,5986,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AABA,4,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CRZO,1735,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ROKU,6779,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,EA,2263,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ADBE,91,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MAT,4959,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,LRCX,4878,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ETFC,2584,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MCHP,4991,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,SSNC,7450,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CTSH,1799,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,DLTR,2084,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,NXPI,5736,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,STLD,7492,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ALXN,320,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AMTD,379,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ROST,6789,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
