date,scope,symbol,locate,sequence_numbers_present,sequence_source,tracking_number_regressions,tracking_number_gaps,tracking_number_max_gap,substitute_check_verdict,note
2019-07-30,DEV_SCOPE,WDAY,8496,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,EXAS,2686,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ALGN,280,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,GILD,3339,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,EXPE,2698,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TMUS,7810,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ROKU,6779,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,BIIB,869,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CSCO,1740,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AMGN,342,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ZBRA,8794,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,BKNG,908,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ALXN,320,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,NBIX,5417,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CELG,1311,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MELI,5039,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ADP,103,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CMCSA,1534,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AVGO,627,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MDLZ,5020,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,XLNX,8688,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,VRTX,8399,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TTD,7941,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CSX,1767,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CME,1539,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ISRG,4267,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,DISH,2046,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,PAYX,5986,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,SBAC,6939,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,INTU,4189,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,EQIX,2519,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CGNX,1363,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,COST,1648,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ULTA,8091,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CTXS,1808,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TTWO,7955,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,WDC,8497,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,GHDX,3318,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CSGP,1744,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MEDP,5035,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ORLY,5895,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,LRCX,4878,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,GRMN,3499,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AMAT,325,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,EBAY,2277,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,OKTA,5825,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,WYNN,8649,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,REGN,6631,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,DLTR,2084,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ATVI,604,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ADSK,111,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CTSH,1799,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,LULU,4910,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MDB,5007,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,VRNS,8388,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TER,7701,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,HAS,3617,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MCHP,4991,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ADI,94,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,UAL,8014,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,IPGP,4212,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MRVL,5273,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MAR,4953,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,SIRI,7163,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,FANG,2730,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,SPLK,7358,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,XEL,8665,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,STNE,7498,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AAL,7,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AKAM,250,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,AMTD,379,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,ZM,8822,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,INCY,4144,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,MXIM,5371,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CTAS,1774,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,CERN,1327,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,WBA,8470,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,TXRH,7992,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,VRSK,8393,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,OSTK,5913,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,LGND,4777,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
2019-07-30,DEV_SCOPE,LYFT,4931,false,ABSENT_IN_PRODUCT,NOT_PER_SYMBOL,NOT_PER_SYMBOL,NOT_PER_SYMBOL,SEE_FULL_TAPE_ROW,"tracking number is a feed-level counter, not a per-symbol sequence"
